,Product_1,Product_2,Product_3,Product_4,Product_5
16533906,58039891,17618382,10006134,21329314,28364394
16536025,3812659,36996482,36995337,16536070,16536041
16536041,36996482,36995337,3812659,16536070,16536025
16536070,36996482,36995337,3812659,16536041,16536025
16555172,49291897,15792427,37935420,74610299,68769369
16556339,68259526,9976235,12567651,69387401,16342887
16563297,45125720,20357620,74348608,45125717,32850002
16572969,20637413,17620717,53704413,57051581,53254176
1658927,4727345,4727059,4738525,13406602,13407305
1659903,19420381,56195676,57912964,56198267,60050735
16608046,22052301,13443480,8823213,9727985,8822674
16626395,33158589,46183656,23852057,9797918,34582020
16645022,19374087,57654514,4708511,2566045,18005129
16651189,32102874,55366883,41219182,73378806,11230151
1666387,414327,11199435,8105301,4747467,1684009
16667097,54839622,54828546,10021395,73666130,6711831
16675019,2901371,29837913,75514309,419479,1523227
16717623,10603363,15096383,14270619,21973916,6715805
16718181,74623725,21578204,74141526,31602057,51059393
16738277,49993513,49993511,50883140,7016499,52644664
1675793,52696541,53639809,1676077,1513667,52702602
1676077,72006749,53639809,1513667,1675793,52702602
16766952,1524461,14313154,46193718,26029929,50253867
1680881,460145,2688703,2688679,1274913,1682395
1682395,50560418,2688679,2688703,1680881,1274913
1684009,414327,11199435,8105301,4747467,1666387
1684491,33108554,59249458,56720370,57425928,58292845
1685931,754249,20412302,46645696,54021947,17967481
16860936,72928043,52333193,58291928,58298489,14868418
16875137,50560427,50560429,50560418,50560433,50560420
16876822,23188003,55366883,20624245,23171265,20623659
168994,35726908,37834745,52846433,198233,14438455
1690077,68088752,73830099,3527007,52631369,53827027
16919644,36710007,54487123,63912442,19772651,54616399
16931128,20623659,11242886,11213554,58936414,20558255
16944457,19447382,19552942,15647652,14934073,15647659
16963971,56498902,4169825,33722520,4092401,8021522
16966882,23556604,17908150,32931450,10003165,16966887
16966887,23556604,16033028,17908150,32931450,16966882
16966891,52695502,52696541,56026763,32920512,32920487
16980141,53250152,48464389,6734149,67564992,2063013
16988898,26087099,5876277,5895559,55985257,7252155
17019841,45125717,11239836,4889751,59348238,59471077
17038778,42648299,54894940,33360472,7494785,26341625
1713127,3526997,1713195,6506587,48449680,49652338
1713195,49652338,1713127,6506587,3526999,3526997
1714729,13918145,38151960,8159799,38144690,8023300
171745,899588,23518127,23518127,899654,23362701
1733749,1534193,50560408,55096350,14534789,14525848
17383981,561957,561984,561924,561879,561953
17453973,19907399,56799621,72217122,8122699,38997194
17465702,24787086,33740550,17465709,17465719,17465723
17465709,33740550,24787086,17465702,17465719,17465723
17465719,33740550,59452897,17465709,17465702,17465723
17465723,24787086,33740550,17465709,17465702,17465719
17473989,40547505,41446843,26218953,17475042,17474656
17474656,77907594,26218953,24255305,17473989,17475042
17475042,77907594,26218953,24255305,17473989,17474656
17487126,2172089,17465719,17493954,17493969,17487128
17487128,2172089,17465719,17493954,17493969,17487126
17493952,17465702,59452978,56037105,17493969,17493954
17493954,17487128,17487126,56037111,17493952,17493969
17493969,17487128,17487126,56037111,17493952,17493954
1751291,10603363,21973916,415071,6715805,415086
17589287,10603363,16717623,7140249,42631737,37944329
17605196,10868001,22021148,27922157,15669084,73682498
1760987,594788,711323,594697,711112,21022062
17611683,77907594,14524994,25184004,40547505,41446843
17616410,68645736,37000902,37000912,70781319,48490928
17616497,54096839,10001479,10002068,21731970,4754861
17618382,22082835,59085882,12391035,21442742,71663942
17620717,16572969,51615378,7490967,51987865,7458771
17629146,32399542,46037816,53547831,17629257,53547999
17629257,32399542,46037816,17629146,53547999,53547831
17686592,23068516,15792427,76364920,15541681,75831435
17751071,8819725,8820501,53245077,73248536,9796817
17783779,41819516,59288875,26434415,16050746,11078510
17884435,38144690,24989957,10703290,38151960,23515481
17908150,23556592,23556604,16966887,16033028,32931450
17912455,16258285,855036,19992185,36947382,4713289
17915655,17912455,17923513,19990101,19989121,17926831
17919303,4708475,56309551,14578165,14536798,38103802
17923513,27946536,17915655,17926831,19989121,19990101
17926677,52696541,70033278,1513667,19477382,19301952
17926831,27946536,19989121,19990101,17923513,17915655
17929212,10671551,5511229,22436063,25468367,1524461
17946135,57287349,15073893,32933371,26334631,28414681
17952606,11872698,518679,998687,618758,65030877
17954259,4747467,13114633,50604092,37891357,17954263
17954263,44224953,13114633,4747467,17954259,50604092
17954271,1517005,461040,461038,426223,71672203
17967481,754249,20412302,46645696,54021947,1685931
18002124,14496225,25191433,67861239,22021148,10868001
18003803,12011510,21526737,52269671,53967374,51200545
18005129,21442742,22082835,8194256,950300,16645022
180912,588800,72746857,11241055,208248,208248
1819263,2054469,5904663,8112536,5911429,31142917
187278,6934901,495179,24558526,1074044,613193
1892025,62754437,21180803,46221893,51436880,23404135
1907615,1610105,10785805,3209659,1609191,10777708
1908869,22364222,55320027,44633444,14845231,9839803
1911005,79239442,13379768,3792857,28075354,4345687
1917101,54615754,55096350,54615752,52780160,1917157
1917157,52646227,1534583,54615754,55096350,1917101
19242072,13580400,4028301,21134184,57333148,35460128
19285345,11856185,17946135,52846433,14438455,37834745
19285818,4032669,16717623,10603363,14270619,15380161
19301952,68565089,1513667,70033278,19477382,17926677
19336345,58390133,59301695,20997191,34531250,58473284
1935009,7320225,31602057,75396549,14069536,20139040
19351442,54353418,2246513,15669042,6921779,15927481
19359126,637038,637038,52241344,36189537,23463787
19362591,74317926,58629879,46627072,45125720,74348608
19374087,72045167,72835956,74381816,72185593,74381349
1938923,47624195,1533113,1534193,1530039,55096350
19395453,10003165,17908150,23556604,32931450,23556592
19407194,12370066,50721406,12041791,6473627,11239836
19408798,51571587,23368835,591960,31602057,975370
19419738,11633356,11676550,46156090,15129417,54710061
19420381,29837913,1523227,419479,16667097,419322
19447382,15647652,15647659,1954207,14934071,19552942
19460704,35170466,35281385,11254535,36264193,11217956
19477382,1513667,68565089,70033278,17926677,19301952
1954207,54029523,58176752,58247593,15647652,58075222
19552942,15647652,14934073,15647659,14934071,19447382
19561375,68432556,41381461,68418555,37822610,40347531
19577881,16626395,25731976,9797918,34582020,24155057
19583872,19763307,55934345,7176411,15971921,15380161
19606269,10697849,547563,3209613,48509229,19606295
19606295,58677681,416625,10697849,12108701,48509229
19701154,17967481,1685931,20412302,72308267,32118160
19763307,55934345,7176411,9488961,5452277,10751487
19763559,11866615,15596190,15597935,71293311,19763768
19763768,11866615,15596190,15597935,71293311,19763559
19767845,25501830,41499593,19988255,73612703,41502230
19772651,56458881,75337445,36710007,54485907,54487123
19772753,51668230,43017581,51668332,69238917,49658272
19774958,33943919,54450887,35597748,14966475,19775193
19775193,33943919,54450887,35597748,14966475,19774958
19782056,48633891,75538697,9845366,48549296,51842523
19800169,24989957,13918145,8159799,8023300,1714729
19821434,33360472,2034021,42648299,7494785,54889765
198233,70772235,48102821,52846433,168994,14438455
19842919,33279197,71951292,59548131,53585261,7768752
19844214,71951292,52644664,7016499,68243252,45839931
1985993,13861313,6803095,22052301,9796817,16608046
19883788,49411968,16645022,8194256,20688267,75640644
19884568,5849439,16717623,11370580,34718955,6715805
19899003,25231861,15971921,3972601,44579109,19583872
19907399,73612703,20204021,25404882,70115294,38997194
19913805,49360016,69060449,6803095,11225097,20007984
19920071,33158589,19992253,16626395,16258285,46183656
19928605,556260,51436880,62754437,51939322,46221893
19943198,50883140,49993511,16738277,13568365,13541150
1995735,25062191,48483174,56515332,14970347,80850379
199828,208248,208248,122012,360660,359483
19986634,59471172,68259526,24281353,25164931,51063611
19986875,7471335,7089529,6710017,2533165,20053400
19988255,25501830,41499593,19767845,73612703,41502230
19989121,414703,17926831,17915655,17923513,19990101
19990101,414703,17926831,17915655,17923513,19989121
19991454,37000912,48490928,37000902,46755511,64319112
19992185,19920071,33158589,23852057,16258285,19992253
19992253,45123323,46183656,16258285,23852057,19992185
20007977,11225097,73247026,70824061,73271125,22052301
20007984,73247026,871386,2131361,11225097,19913805
2001029,51511070,26289675,53639147,51510460,3524487
20015885,67449297,4747467,49729824,6509743,20015889
20015889,518679,13114633,11199435,4747467,20015885
20017816,24989957,19800169,23515481,8023300,8159799
20053400,7471335,6710017,2533165,7089529,19986875
20076325,23020359,15096383,14270619,54663477,8194256
2010093,57912964,56198267,56195676,2903577,2902221
20111924,416601,416625,58677681,459084,12404568
20118252,68359249,9381544,21180803,19928605,37878694
20139040,51720703,51571587,1935009,75396549,14069536
20199631,16258285,35180436,25081207,606532,646649
20200132,828429,462802,3277475,4193095,20200144
20200140,69201191,65439712,65439714,48274124,43985669
20200144,828429,462802,3277475,4193095,20200132
20202128,53631890,14313154,46193718,26029929,50253867
20204021,58251883,25404882,19907399,38997194,70115294
2020929,14270619,21973916,15096383,21221639,15377266
20240139,20623659,16876822,13149705,45327625,23188003
20241698,25476219,46614660,43813180,24348434,44018311
20244830,44579109,426320,14612949,26103566,34575579
20271580,58075222,26274900,57625269,71897367,41694647
20276836,1376291,52644664,16738277,5050641,26288854
20314572,7816939,21402325,60228865,14035750,74982261
20319288,9839803,44633444,23068516,22362609,11370697
2034021,1995735,26708402,17038778,7494785,33360472
20357620,45125720,45125717,74348608,32850002,16563297
20373422,1534193,54570736,51235948,52780164,52655395
203734,299461,299431,54665,54665,389145
20391852,12236983,7092227,12239943,12238762,73238633
20393324,17474656,41446843,2045801,17473989,29455014
20410431,69382515,15792427,59471172,71151380,25164931
20412302,46645696,74559331,15674038,22179387,7011135
20422379,68645736,41597056,54044672,56406884,44329693
20424158,15266469,7634857,20583267,20425053,20425151
20425053,15266469,7634857,20424158,20425151,20583267
20425151,15266469,7634857,20424158,20425053,20583267
20425156,15849363,75514029,11385902,8826583,41265405
2045569,763155,6403893,6398873,6403163,60715918
2045591,17474656,2045569,60715918,60875322,6412951
2045621,60875322,41446843,60715918,40547505,55873620
2045801,6412951,60875322,60715918,20393324,29455014
20475644,37000902,37000912,68495024,12041791,12370066
20478281,7347125,21261078,22413470,56365197,52333193
20498732,45123323,20586805,20500471,20500323,20502017
20500323,20583823,45123323,20498732,20500471,20502017
20500471,24766023,45123323,20498732,20500323,20502017
20502017,24766023,45123323,20498732,20500323,20500471
20519658,15598839,56094148,20555138,20555355,20521067
20521067,15598839,56094148,20555138,20555355,20519658
2052377,9850897,14301144,628682,21339631,56697301
2054469,2054629,14078676,5986499,5986195,5987217
2054629,5986195,5986499,2054469,5987217,5911429
20549979,823288,3648491,20549990,23556574,23556570
20549990,20549979,51235948,823288,14463242,3648491
205544,6711831,10021395,491431,16667097,491442
20555138,15598839,56094148,20521067,20519658,20555355
20555355,15598839,56094148,20521067,20519658,20555138
20557588,56046345,57904118,10194899,26431486,52711513
20558255,16651189,16147225,54620003,13943889,16931128
20583267,15266469,7634857,20424158,20425151,20425053
20583823,28326998,20586805,5950575,24766023,45123323
20585805,20583823,24766023,2416333,45123323,20586805
20586805,2416333,5950363,24766023,45123323,20585805
20589215,49227944,2416333,31001562,38089568,28326998
20612430,24727789,44349631,16079268,16106838,30676879
20621846,22596017,51153207,48490928,53727656,12422076
20623659,23188003,55366883,20624245,23171265,16876822
20624245,45327625,23188003,23171265,20623659,16876822
20624799,70781319,21399140,37000902,37000912,21416460
2063013,6734149,48464389,11308022,67564992,16980141
2063169,50421565,50421562,3665301,931458,50421561
20637413,14469139,53254176,20692185,17620717,16572969
2066599,26708402,6009539,7494785,14449573,6841341
2067059,10585231,46156090,51352620,15129417,11633356
20688267,15096383,10603363,80978486,19883788,75640644
20692185,51615378,51987865,17620717,20637413,54828546
2069769,3526999,3526997,6506587,48449680,49652338
20711020,16523066,11465847,29425483,20712264,20712584
20712070,51567611,49729246,4364947,2343087,56451960
20712825,58566938,68125744,71505389,4125015,54384395
20737732,52220154,6991111,4688757,15849363,48592245
20806296,52324969,3672421,11782132,23291246,22093519
2080951,845378,534213,1508575,1353567,44065922
208248,122012,11241055,691755,180912,208248
20833539,46179293,58623988,52864995,58086409,72954000
20836236,74197591,556260,556124,31245660,20997533
20836264,50721406,22281227,36344502,70000381,46654004
2086067,7117761,42126872,13862477,66792707,16314108
20867711,556116,35533761,556124,556110,31245660
20870415,8023300,19800169,35460128,4028301,1714729
20884713,21310789,38762682,71892315,45168294,13367716
20904905,3149143,582271,9825203,547563,3209613
20907214,7066207,24902640,11353901,24785855,24785618
20919759,34531250,58473284,20997191,38215482,52093852
20996983,26465463,11388785,15792427,45830277,16458389
20997191,58390133,59301695,34531250,58473284,19336345
20997533,50239829,31245660,556116,74197591,556110
21017060,50319688,48102821,52333193,62715859,34414903
21022062,594788,711323,594697,711112,1760987
21030723,6991111,15849363,11385902,7144625,52220154
21035641,817776,13335028,14815404,46261180,54585483
21047980,64319112,44954579,6473627,21416460,25403150
21057555,416978,12527803,12527803,56248606,31262507
21068237,10644571,43107185,8406093,7932267,7230439
21078695,26487804,2688679,2688703,74854546,68532909
21085893,13764494,59085882,57306483,77242491,54393507
21095699,17618382,71663942,21329314,53327198,21442742
21126896,4727019,15212692,4755095,61818978,36768776
21129624,73247867,25730627,73248536,34942696,78527518
